order_id,order_date,week_start,net_sales,campaign_id,channel,is_subscription,discount_code,is_unattributed
ord_40329,2025-04-05,2025-03-31,158.82,cmp_7702,Tiktok,True,,False
ord_40330,2025-04-05,2025-03-31,131.14,cmp_8822,Meta,False,SPRING20,False
ord_40331,2025-04-05,2025-03-31,189.7,cmp_7702,Tiktok,False,,False
ord_40332,2025-04-05,2025-03-31,113.56,cmp_7701,Tiktok,False,,False
ord_40333,2025-04-05,2025-03-31,136.77,cmp_8822,Meta,False,WELCOME10,False
ord_40334,2025-04-05,2025-03-31,156.7,cmp_8822,Meta,True,,False
ord_40335,2025-04-05,2025-03-31,152.65,cmp_8823,Meta,False,,False
ord_40336,2025-04-05,2025-03-31,40.4,cmp_8822,Meta,False,WELCOME10,False
ord_40337,2025-04-05,2025-03-31,116.07,cmp_7701,Tiktok,True,WELCOME10,False
ord_40338,2025-04-05,2025-03-31,132.82,cmp_8821,Meta,True,SPRING20,False
ord_40339,2025-04-05,2025-03-31,163.79,cmp_7702,Tiktok,False,,False
ord_40340,2025-04-05,2025-03-31,115.5,cmp_9003,Google,False,SPRING20,False
ord_40341,2025-04-05,2025-03-31,39.88,cmp_8822,Meta,False,WELCOME10,False
ord_40342,2025-04-05,2025-03-31,164.95,cmp_7702,Tiktok,False,,False
ord_40343,2025-04-05,2025-03-31,189.19,cmp_9001,Google,False,,False
ord_40344,2025-04-05,2025-03-31,125.85,cmp_9002,Google,True,SPRING20,False
ord_40345,2025-04-05,2025-03-31,188.24,cmp_8822,Meta,False,,False
ord_40346,2025-04-05,2025-03-31,156.39,cmp_7702,Tiktok,True,,False
ord_40347,2025-04-05,2025-03-31,206.93,cmp_8822,Meta,False,,False
ord_40348,2025-04-05,2025-03-31,36.31,cmp_9003,Google,False,,False
ord_40349,2025-04-05,2025-03-31,218.19,cmp_8822,Meta,True,,False
ord_40350,2025-04-05,2025-03-31,57.71,cmp_7702,Tiktok,False,SPRING20,False
ord_40351,2025-04-05,2025-03-31,215.82,cmp_7701,Tiktok,True,,False
ord_40352,2025-04-05,2025-03-31,71.24,cmp_9003,Google,True,,False
ord_40353,2025-04-05,2025-03-31,127.85,cmp_8821,Meta,False,,False
ord_40354,2025-04-05,2025-03-31,216.31,cmp_9003,Google,False,SPRING20,False
ord_40355,2025-04-05,2025-03-31,192.37,cmp_9001,Google,False,,False
ord_40356,2025-04-05,2025-03-31,174.45,cmp_8822,Meta,True,,False
ord_40357,2025-04-05,2025-03-31,196.63,cmp_7701,Tiktok,False,,False
ord_40358,2025-04-05,2025-03-31,172.19,cmp_8822,Meta,False,,False
ord_40359,2025-04-05,2025-03-31,161.39,cmp_9001,Google,False,,False
ord_40360,2025-04-05,2025-03-31,91.59,cmp_9003,Google,False,,False
ord_40361,2025-04-05,2025-03-31,125.69,cmp_8821,Meta,False,WELCOME10,False
ord_40362,2025-04-06,2025-03-31,140.53,cmp_9001,Google,False,,False
ord_40363,2025-04-06,2025-03-31,201.46,cmp_7701,Tiktok,False,WELCOME10,False
ord_40364,2025-04-06,2025-03-31,100.24,cmp_9002,Google,False,,False
ord_40365,2025-04-06,2025-03-31,83.66,cmp_8823,Meta,False,WELCOME10,False
ord_40366,2025-04-06,2025-03-31,125.38,cmp_8823,Meta,True,,False
ord_40367,2025-04-06,2025-03-31,94.27,cmp_7701,Tiktok,True,WELCOME10,False
ord_40368,2025-04-06,2025-03-31,164.88,cmp_7702,Tiktok,True,,False
ord_40369,2025-04-06,2025-03-31,66.05,cmp_9002,Google,True,,False
ord_40370,2025-04-06,2025-03-31,37.11,,,True,SPRING20,True
ord_40371,2025-04-06,2025-03-31,217.63,cmp_7702,Tiktok,False,,False
ord_40372,2025-04-06,2025-03-31,209.6,cmp_9001,Google,True,,False
ord_40373,2025-04-06,2025-03-31,75.44,cmp_7702,Tiktok,False,,False
ord_40374,2025-04-06,2025-03-31,191.53,cmp_8823,Meta,False,,False
ord_40375,2025-04-06,2025-03-31,64.2,cmp_7702,Tiktok,False,,False
ord_40376,2025-04-06,2025-03-31,118.71,cmp_9003,Google,True,,False
ord_40377,2025-04-06,2025-03-31,76.97,cmp_7701,Tiktok,False,SPRING20,False
ord_40378,2025-04-06,2025-03-31,56.54,cmp_7701,Tiktok,False,,False
ord_40379,2025-04-06,2025-03-31,64.57,cmp_8823,Meta,False,,False
ord_40380,2025-04-06,2025-03-31,143.47,cmp_8822,Meta,False,SPRING20,False
ord_40381,2025-04-06,2025-03-31,163.06,cmp_8821,Meta,True,,False
ord_40382,2025-04-06,2025-03-31,137.35,cmp_9003,Google,True,WELCOME10,False
ord_40383,2025-04-06,2025-03-31,131.41,cmp_9002,Google,False,WELCOME10,False
ord_40384,2025-04-06,2025-03-31,204.35,cmp_9001,Google,False,,False
ord_40385,2025-04-06,2025-03-31,172.95,cmp_8821,Meta,True,,False
ord_40386,2025-04-06,2025-03-31,208.99,cmp_8823,Meta,True,,False
ord_40387,2025-04-06,2025-03-31,165.01,cmp_7701,Tiktok,True,SPRING20,False
ord_40388,2025-04-06,2025-03-31,214.9,cmp_8822,Meta,False,WELCOME10,False
ord_40389,2025-04-06,2025-03-31,131.32,cmp_9002,Google,True,,False
ord_40390,2025-04-06,2025-03-31,138.05,cmp_8823,Meta,False,,False
ord_40391,2025-04-06,2025-03-31,103.93,cmp_8822,Meta,False,WELCOME10,False
ord_40392,2025-04-06,2025-03-31,140.31,cmp_8822,Meta,True,SPRING20,False
ord_40393,2025-04-06,2025-03-31,159.09,cmp_8823,Meta,True,SPRING20,False
ord_40394,2025-04-06,2025-03-31,60.65,cmp_9001,Google,False,,False
ord_40395,2025-04-06,2025-03-31,115.39,cmp_7701,Tiktok,True,,False
ord_40396,2025-04-06,2025-03-31,47.44,cmp_9002,Google,True,,False
ord_40397,2025-04-06,2025-03-31,98.8,cmp_7702,Tiktok,False,SPRING20,False
ord_40398,2025-04-06,2025-03-31,59.11,cmp_8823,Meta,False,,False
ord_40399,2025-04-06,2025-03-31,39.08,cmp_9001,Google,False,,False
ord_40400,2025-04-06,2025-03-31,86.74,cmp_7702,Tiktok,False,WELCOME10,False
ord_40401,2025-04-06,2025-03-31,153.54,cmp_9001,Google,True,SPRING20,False
ord_40402,2025-04-06,2025-03-31,183.96,cmp_8822,Meta,False,,False
ord_40403,2025-04-06,2025-03-31,172.2,cmp_9002,Google,True,,False
ord_40404,2025-04-06,2025-03-31,134.47,cmp_9003,Google,True,,False
ord_40405,2025-04-06,2025-03-31,120.8,cmp_8822,Meta,True,WELCOME10,False
ord_40406,2025-04-06,2025-03-31,59.52,cmp_7701,Tiktok,True,SPRING20,False
ord_40407,2025-04-06,2025-03-31,110.87,cmp_9001,Google,True,WELCOME10,False
ord_40408,2025-04-06,2025-03-31,65.2,cmp_9003,Google,True,WELCOME10,False
ord_40409,2025-04-06,2025-03-31,196.62,cmp_8821,Meta,False,WELCOME10,False
ord_40410,2025-04-06,2025-03-31,103.15,cmp_7701,Tiktok,True,,False
ord_40411,2025-04-06,2025-03-31,79.92,cmp_8823,Meta,True,SPRING20,False
ord_40412,2025-04-06,2025-03-31,150.02,cmp_7702,Tiktok,False,,False
ord_40413,2025-04-06,2025-03-31,75.21,cmp_8821,Meta,True,,False
ord_40414,2025-04-06,2025-03-31,94.34,cmp_8822,Meta,True,SPRING20,False
ord_40415,2025-04-06,2025-03-31,41.21,cmp_7701,Tiktok,True,,False
ord_40416,2025-04-06,2025-03-31,147.53,cmp_7701,Tiktok,False,,False
ord_40417,2025-04-06,2025-03-31,201.57,cmp_7701,Tiktok,False,,False
ord_40418,2025-04-06,2025-03-31,147.49,cmp_8822,Meta,False,,False
ord_40419,2025-04-06,2025-03-31,75.43,cmp_9002,Google,True,WELCOME10,False
ord_40420,2025-04-06,2025-03-31,111.58,cmp_9001,Google,False,SPRING20,False
ord_40421,2025-04-06,2025-03-31,167.31,cmp_7702,Tiktok,False,SPRING20,False
ord_40422,2025-04-06,2025-03-31,148.55,cmp_8822,Meta,False,WELCOME10,False
ord_40423,2025-04-06,2025-03-31,183.5,cmp_7702,Tiktok,True,SPRING20,False
ord_40424,2025-04-06,2025-03-31,155.22,cmp_9002,Google,True,,False
ord_40425,2025-04-06,2025-03-31,58.69,cmp_9002,Google,False,,False
ord_40426,2025-04-06,2025-03-31,197.39,cmp_7702,Tiktok,False,WELCOME10,False
ord_40427,2025-04-06,2025-03-31,56.92,cmp_7702,Tiktok,False,,False
ord_40428,2025-04-06,2025-03-31,185.13,cmp_7701,Tiktok,False,SPRING20,False
ord_40429,2025-04-06,2025-03-31,83.78,cmp_8822,Meta,True,,False
ord_40430,2025-04-06,2025-03-31,191.08,cmp_9001,Google,True,SPRING20,False
ord_40431,2025-04-06,2025-03-31,162.59,cmp_7702,Tiktok,False,,False
ord_40432,2025-04-06,2025-03-31,138.22,cmp_8823,Meta,False,SPRING20,False
ord_40433,2025-04-06,2025-03-31,78.62,cmp_9001,Google,True,,False
ord_40434,2025-04-06,2025-03-31,48.6,cmp_8821,Meta,False,,False
ord_40435,2025-04-06,2025-03-31,62.52,cmp_8823,Meta,False,WELCOME10,False
ord_40436,2025-04-06,2025-03-31,206.43,cmp_7702,Tiktok,False,,False
ord_40437,2025-04-06,2025-03-31,158.02,cmp_9001,Google,True,,False
ord_40438,2025-04-07,2025-04-07,65.16,cmp_9003,Google,True,,False
ord_40439,2025-04-07,2025-04-07,52.36,cmp_9002,Google,False,WELCOME10,False
ord_40440,2025-04-07,2025-04-07,183.02,cmp_9002,Google,False,WELCOME10,False
ord_40441,2025-04-07,2025-04-07,162.8,cmp_7702,Tiktok,False,,False
ord_40442,2025-04-07,2025-04-07,109.2,cmp_7702,Tiktok,False,WELCOME10,False
ord_40443,2025-04-07,2025-04-07,43.67,,,False,,True
ord_40444,2025-04-07,2025-04-07,178.14,cmp_8823,Meta,False,WELCOME10,False
ord_40445,2025-04-07,2025-04-07,64.83,cmp_7702,Tiktok,False,,False
ord_40446,2025-04-07,2025-04-07,88.57,cmp_7702,Tiktok,True,,False
ord_40447,2025-04-07,2025-04-07,135.35,cmp_7701,Tiktok,False,,False
ord_40448,2025-04-07,2025-04-07,89.11,cmp_7701,Tiktok,True,,False
ord_40449,2025-04-07,2025-04-07,56.77,cmp_9001,Google,False,WELCOME10,False
ord_40450,2025-04-07,2025-04-07,214.72,cmp_8823,Meta,False,SPRING20,False
ord_40451,2025-04-07,2025-04-07,97.37,cmp_9002,Google,True,WELCOME10,False
ord_40452,2025-04-07,2025-04-07,190.31,cmp_9001,Google,True,SPRING20,False
ord_40453,2025-04-07,2025-04-07,189.64,cmp_8823,Meta,True,,False
ord_40454,2025-04-07,2025-04-07,145.5,cmp_8822,Meta,False,,False
ord_40455,2025-04-07,2025-04-07,96.63,cmp_9002,Google,False,,False
ord_40456,2025-04-07,2025-04-07,156.37,cmp_8823,Meta,True,,False
ord_40457,2025-04-07,2025-04-07,154.32,cmp_8821,Meta,False,,False
ord_40458,2025-04-07,2025-04-07,164.78,cmp_7702,Tiktok,True,WELCOME10,False
ord_40459,2025-04-07,2025-04-07,185.15,,,False,,True
ord_40460,2025-04-07,2025-04-07,177.45,cmp_7701,Tiktok,False,WELCOME10,False
ord_40461,2025-04-07,2025-04-07,64.07,cmp_8822,Meta,False,,False
ord_40462,2025-04-07,2025-04-07,124.34,cmp_8823,Meta,False,,False
ord_40463,2025-04-07,2025-04-07,45.05,cmp_8821,Meta,False,,False
ord_40464,2025-04-07,2025-04-07,138.44,cmp_8821,Meta,True,,False
ord_40465,2025-04-07,2025-04-07,71.5,cmp_8821,Meta,False,WELCOME10,False
ord_40466,2025-04-07,2025-04-07,199.79,cmp_8822,Meta,True,WELCOME10,False
ord_40467,2025-04-07,2025-04-07,87.81,cmp_9003,Google,True,,False
ord_40468,2025-04-07,2025-04-07,195.08,cmp_9002,Google,False,,False
ord_40469,2025-04-07,2025-04-07,44.14,cmp_7702,Tiktok,False,WELCOME10,False
ord_40470,2025-04-07,2025-04-07,215.0,cmp_8823,Meta,True,,False
ord_40471,2025-04-07,2025-04-07,166.11,cmp_8823,Meta,True,,False
ord_40472,2025-04-07,2025-04-07,95.93,cmp_7702,Tiktok,True,WELCOME10,False
ord_40473,2025-04-07,2025-04-07,219.55,cmp_8823,Meta,False,SPRING20,False
ord_40474,2025-04-07,2025-04-07,145.82,cmp_8823,Meta,False,,False
ord_40475,2025-04-07,2025-04-07,37.69,cmp_8821,Meta,False,,False
ord_40476,2025-04-07,2025-04-07,115.27,cmp_8822,Meta,True,SPRING20,False
ord_40477,2025-04-07,2025-04-07,155.13,,,True,,True
ord_40478,2025-04-07,2025-04-07,206.25,cmp_9001,Google,True,,False
ord_40479,2025-04-07,2025-04-07,178.29,cmp_9001,Google,False,,False
ord_40480,2025-04-07,2025-04-07,173.78,cmp_8822,Meta,False,,False
ord_40481,2025-04-07,2025-04-07,102.03,cmp_8822,Meta,False,SPRING20,False
ord_40482,2025-04-07,2025-04-07,95.28,cmp_8821,Meta,False,WELCOME10,False
ord_40483,2025-04-07,2025-04-07,187.45,cmp_9003,Google,True,SPRING20,False
ord_40484,2025-04-07,2025-04-07,131.54,cmp_8822,Meta,True,,False
ord_40485,2025-04-07,2025-04-07,184.58,cmp_8822,Meta,True,SPRING20,False
ord_40486,2025-04-07,2025-04-07,157.75,cmp_9002,Google,False,SPRING20,False
ord_40487,2025-04-07,2025-04-07,164.95,cmp_9001,Google,False,WELCOME10,False
ord_40488,2025-04-07,2025-04-07,84.27,cmp_9002,Google,False,,False
ord_40489,2025-04-07,2025-04-07,78.73,cmp_7701,Tiktok,True,WELCOME10,False
ord_40490,2025-04-07,2025-04-07,178.51,cmp_7701,Tiktok,False,,False
ord_40491,2025-04-07,2025-04-07,138.27,cmp_8821,Meta,False,,False
ord_40492,2025-04-07,2025-04-07,153.32,cmp_8821,Meta,False,WELCOME10,False
ord_40493,2025-04-07,2025-04-07,161.6,cmp_7701,Tiktok,True,SPRING20,False
ord_40494,2025-04-07,2025-04-07,71.63,cmp_9001,Google,False,WELCOME10,False
ord_40495,2025-04-07,2025-04-07,186.7,cmp_9003,Google,False,,False
ord_40496,2025-04-07,2025-04-07,91.77,cmp_8821,Meta,False,,False
ord_40497,2025-04-07,2025-04-07,198.1,cmp_9003,Google,True,,False
ord_40498,2025-04-07,2025-04-07,183.51,cmp_9003,Google,True,,False
ord_40499,2025-04-07,2025-04-07,47.34,cmp_8823,Meta,False,,False
ord_40500,2025-04-08,2025-04-07,60.85,cmp_9002,Google,False,WELCOME10,False
ord_40501,2025-04-08,2025-04-07,132.17,cmp_7702,Tiktok,False,,False
ord_40502,2025-04-08,2025-04-07,56.12,cmp_7702,Tiktok,True,WELCOME10,False
ord_40503,2025-04-08,2025-04-07,187.39,cmp_8821,Meta,True,,False
ord_40504,2025-04-08,2025-04-07,147.58,cmp_8821,Meta,True,WELCOME10,False
ord_40505,2025-04-08,2025-04-07,120.71,cmp_9001,Google,False,,False
ord_40506,2025-04-08,2025-04-07,204.39,cmp_7701,Tiktok,False,SPRING20,False
ord_40507,2025-04-08,2025-04-07,207.92,cmp_9003,Google,True,,False
ord_40508,2025-04-08,2025-04-07,147.72,cmp_7701,Tiktok,False,,False
ord_40509,2025-04-08,2025-04-07,218.04,cmp_7702,Tiktok,True,,False
ord_40510,2025-04-08,2025-04-07,71.16,cmp_8823,Meta,True,,False
ord_40511,2025-04-08,2025-04-07,177.49,cmp_9001,Google,True,SPRING20,False
ord_40512,2025-04-08,2025-04-07,122.62,cmp_9003,Google,True,,False
ord_40513,2025-04-08,2025-04-07,106.33,cmp_7702,Tiktok,False,,False
ord_40514,2025-04-08,2025-04-07,103.01,cmp_9003,Google,True,WELCOME10,False
ord_40515,2025-04-08,2025-04-07,184.23,cmp_9002,Google,True,,False
ord_40516,2025-04-08,2025-04-07,82.14,cmp_8821,Meta,False,,False
ord_40517,2025-04-08,2025-04-07,56.18,cmp_8822,Meta,True,WELCOME10,False
ord_40518,2025-04-08,2025-04-07,164.69,cmp_8823,Meta,False,,False
ord_40519,2025-04-08,2025-04-07,106.93,cmp_9003,Google,False,WELCOME10,False
ord_40520,2025-04-08,2025-04-07,168.69,cmp_8823,Meta,True,,False
ord_40521,2025-04-08,2025-04-07,179.03,cmp_7702,Tiktok,False,,False
ord_40522,2025-04-08,2025-04-07,129.07,cmp_9001,Google,False,,False
ord_40523,2025-04-08,2025-04-07,185.9,cmp_9003,Google,False,,False
ord_40524,2025-04-08,2025-04-07,158.99,cmp_7702,Tiktok,True,,False
ord_40525,2025-04-08,2025-04-07,164.04,cmp_8821,Meta,False,,False
ord_40526,2025-04-08,2025-04-07,61.73,cmp_9001,Google,False,SPRING20,False
ord_40527,2025-04-08,2025-04-07,181.94,cmp_8823,Meta,False,SPRING20,False
ord_40528,2025-04-08,2025-04-07,82.79,cmp_9002,Google,True,,False
ord_40529,2025-04-08,2025-04-07,219.18,cmp_7701,Tiktok,True,WELCOME10,False
ord_40530,2025-04-08,2025-04-07,133.04,cmp_9001,Google,True,,False
ord_40531,2025-04-08,2025-04-07,213.17,cmp_8821,Meta,False,WELCOME10,False
ord_40532,2025-04-08,2025-04-07,39.49,cmp_9001,Google,False,SPRING20,False
ord_40533,2025-04-08,2025-04-07,196.49,cmp_7701,Tiktok,True,,False
ord_40534,2025-04-08,2025-04-07,152.4,cmp_9003,Google,True,WELCOME10,False
ord_40535,2025-04-08,2025-04-07,208.14,cmp_8823,Meta,True,SPRING20,False
ord_40536,2025-04-08,2025-04-07,121.48,cmp_7701,Tiktok,True,SPRING20,False
ord_40537,2025-04-08,2025-04-07,115.16,cmp_8821,Meta,False,,False
ord_40538,2025-04-08,2025-04-07,155.36,cmp_8823,Meta,True,WELCOME10,False
ord_40539,2025-04-08,2025-04-07,216.81,cmp_9001,Google,True,SPRING20,False
ord_40540,2025-04-08,2025-04-07,141.46,cmp_7702,Tiktok,False,SPRING20,False
ord_40541,2025-04-08,2025-04-07,124.49,cmp_8821,Meta,False,,False
ord_40542,2025-04-08,2025-04-07,212.58,cmp_8822,Meta,False,,False
ord_40543,2025-04-08,2025-04-07,83.68,cmp_8822,Meta,False,,False
ord_40544,2025-04-08,2025-04-07,207.52,cmp_9001,Google,True,SPRING20,False
ord_40545,2025-04-08,2025-04-07,73.57,cmp_7702,Tiktok,True,,False
ord_40546,2025-04-08,2025-04-07,181.82,cmp_7702,Tiktok,True,SPRING20,False
ord_40547,2025-04-08,2025-04-07,96.55,cmp_9001,Google,True,SPRING20,False
ord_40548,2025-04-08,2025-04-07,136.56,cmp_7701,Tiktok,False,SPRING20,False
ord_40549,2025-04-08,2025-04-07,69.03,cmp_8821,Meta,False,WELCOME10,False
ord_40550,2025-04-08,2025-04-07,41.91,cmp_8823,Meta,True,,False
ord_40551,2025-04-08,2025-04-07,207.84,cmp_8823,Meta,False,SPRING20,False
ord_40552,2025-04-08,2025-04-07,217.69,cmp_9003,Google,False,,False
ord_40553,2025-04-08,2025-04-07,202.24,cmp_9003,Google,False,,False
ord_40554,2025-04-08,2025-04-07,126.68,cmp_8823,Meta,True,,False
ord_40555,2025-04-08,2025-04-07,100.89,cmp_7702,Tiktok,True,WELCOME10,False
ord_40556,2025-04-08,2025-04-07,210.29,cmp_8823,Meta,False,,False
ord_40557,2025-04-08,2025-04-07,47.67,cmp_8822,Meta,False,WELCOME10,False
ord_40558,2025-04-08,2025-04-07,67.53,cmp_8822,Meta,False,,False
ord_40559,2025-04-08,2025-04-07,90.56,cmp_9001,Google,True,,False
ord_40560,2025-04-08,2025-04-07,193.82,cmp_9002,Google,False,,False
ord_40561,2025-04-08,2025-04-07,172.91,cmp_9002,Google,False,,False
ord_40562,2025-04-08,2025-04-07,107.79,cmp_7701,Tiktok,True,,False
ord_40563,2025-04-08,2025-04-07,112.56,cmp_9001,Google,False,WELCOME10,False
ord_40564,2025-04-08,2025-04-07,41.78,cmp_8823,Meta,False,,False
ord_40565,2025-04-08,2025-04-07,216.95,cmp_8823,Meta,False,,False
ord_40566,2025-04-08,2025-04-07,181.89,cmp_8821,Meta,True,SPRING20,False
ord_40567,2025-04-08,2025-04-07,189.52,cmp_9002,Google,False,SPRING20,False
ord_40568,2025-04-08,2025-04-07,86.29,cmp_7701,Tiktok,False,SPRING20,False
ord_40569,2025-04-08,2025-04-07,92.83,cmp_7701,Tiktok,False,,False
ord_40570,2025-04-08,2025-04-07,124.23,cmp_9003,Google,True,,False
ord_40571,2025-04-08,2025-04-07,197.92,cmp_7702,Tiktok,True,,False
ord_40572,2025-04-08,2025-04-07,174.27,cmp_9001,Google,False,SPRING20,False
ord_40573,2025-04-08,2025-04-07,145.43,cmp_9001,Google,False,,False
ord_40574,2025-04-08,2025-04-07,64.17,cmp_8823,Meta,False,,False
ord_40575,2025-04-08,2025-04-07,190.2,cmp_7702,Tiktok,False,,False
ord_40576,2025-04-08,2025-04-07,168.48,cmp_9001,Google,True,WELCOME10,False
ord_40577,2025-04-08,2025-04-07,38.83,cmp_8823,Meta,True,,False
ord_40578,2025-04-08,2025-04-07,97.12,cmp_7702,Tiktok,True,WELCOME10,False
ord_40579,2025-04-08,2025-04-07,80.43,cmp_9002,Google,True,,False
ord_40580,2025-04-08,2025-04-07,170.57,cmp_9002,Google,False,,False
ord_40581,2025-04-08,2025-04-07,195.99,cmp_8823,Meta,False,SPRING20,False
ord_40582,2025-04-08,2025-04-07,98.73,cmp_8821,Meta,False,,False
ord_40583,2025-04-08,2025-04-07,105.3,cmp_9001,Google,True,,False
ord_40584,2025-04-08,2025-04-07,197.21,,,False,,True
ord_40585,2025-04-08,2025-04-07,36.52,cmp_9001,Google,False,,False
ord_40586,2025-04-09,2025-04-07,80.7,cmp_9003,Google,False,,False
ord_40587,2025-04-09,2025-04-07,40.22,cmp_8822,Meta,False,WELCOME10,False
ord_40588,2025-04-09,2025-04-07,158.25,cmp_9002,Google,True,,False
ord_40589,2025-04-09,2025-04-07,216.0,cmp_9001,Google,True,WELCOME10,False
ord_40590,2025-04-09,2025-04-07,172.39,cmp_7702,Tiktok,False,SPRING20,False
ord_40591,2025-04-09,2025-04-07,156.33,cmp_7701,Tiktok,False,SPRING20,False
ord_40592,2025-04-09,2025-04-07,200.31,cmp_7702,Tiktok,False,WELCOME10,False
ord_40593,2025-04-09,2025-04-07,118.71,cmp_8823,Meta,False,,False
ord_40594,2025-04-09,2025-04-07,41.63,cmp_7702,Tiktok,False,,False
ord_40595,2025-04-09,2025-04-07,158.7,cmp_8821,Meta,False,SPRING20,False
ord_40596,2025-04-09,2025-04-07,212.74,cmp_7701,Tiktok,True,,False
ord_40597,2025-04-09,2025-04-07,191.6,cmp_9003,Google,True,,False
ord_40598,2025-04-09,2025-04-07,147.24,cmp_9003,Google,True,,False
ord_40599,2025-04-09,2025-04-07,80.7,cmp_8821,Meta,True,WELCOME10,False
ord_40600,2025-04-09,2025-04-07,42.7,,,False,,True
ord_40601,2025-04-09,2025-04-07,65.4,cmp_8823,Meta,True,,False
ord_40602,2025-04-09,2025-04-07,37.03,cmp_8821,Meta,True,SPRING20,False
ord_40603,2025-04-09,2025-04-07,145.41,cmp_8822,Meta,True,,False
ord_40604,2025-04-09,2025-04-07,88.77,cmp_8823,Meta,False,,False
ord_40605,2025-04-09,2025-04-07,108.95,cmp_8822,Meta,True,SPRING20,False
ord_40606,2025-04-09,2025-04-07,131.45,cmp_9001,Google,False,,False
ord_40607,2025-04-09,2025-04-07,153.28,cmp_8821,Meta,False,,False
ord_40608,2025-04-09,2025-04-07,100.98,cmp_8822,Meta,True,SPRING20,False
ord_40609,2025-04-09,2025-04-07,170.2,cmp_9002,Google,True,,False
ord_40610,2025-04-09,2025-04-07,168.01,cmp_8822,Meta,False,,False
ord_40611,2025-04-09,2025-04-07,105.58,cmp_9001,Google,True,,False
ord_40612,2025-04-09,2025-04-07,97.81,cmp_7701,Tiktok,False,,False
ord_40613,2025-04-09,2025-04-07,61.23,cmp_8822,Meta,True,,False
ord_40614,2025-04-09,2025-04-07,208.91,cmp_8822,Meta,True,,False
ord_40615,2025-04-09,2025-04-07,175.74,cmp_7701,Tiktok,False,,False
ord_40616,2025-04-09,2025-04-07,89.09,cmp_8822,Meta,True,SPRING20,False
ord_40617,2025-04-09,2025-04-07,194.42,cmp_9002,Google,False,WELCOME10,False
ord_40618,2025-04-09,2025-04-07,218.61,cmp_7701,Tiktok,True,WELCOME10,False
ord_40619,2025-04-09,2025-04-07,138.19,cmp_8822,Meta,False,,False
ord_40620,2025-04-09,2025-04-07,71.52,cmp_7701,Tiktok,False,,False
ord_40621,2025-04-09,2025-04-07,86.35,cmp_8821,Meta,True,,False
ord_40622,2025-04-09,2025-04-07,87.81,cmp_8822,Meta,False,,False
ord_40623,2025-04-09,2025-04-07,52.12,cmp_8823,Meta,True,SPRING20,False
ord_40624,2025-04-09,2025-04-07,181.02,cmp_8822,Meta,False,,False
ord_40625,2025-04-09,2025-04-07,181.0,cmp_9002,Google,False,SPRING20,False
ord_40626,2025-04-09,2025-04-07,71.04,cmp_7701,Tiktok,False,,False
ord_40627,2025-04-09,2025-04-07,129.89,cmp_7701,Tiktok,False,,False
ord_40628,2025-04-09,2025-04-07,70.49,cmp_9003,Google,False,,False
ord_40629,2025-04-09,2025-04-07,51.09,cmp_7701,Tiktok,False,,False
ord_40630,2025-04-09,2025-04-07,92.37,cmp_7701,Tiktok,False,SPRING20,False
ord_40631,2025-04-09,2025-04-07,147.94,cmp_9001,Google,True,,False
ord_40632,2025-04-09,2025-04-07,119.04,cmp_9002,Google,True,,False
ord_40633,2025-04-09,2025-04-07,41.51,cmp_9002,Google,True,WELCOME10,False
ord_40634,2025-04-09,2025-04-07,115.42,cmp_9002,Google,False,,False
ord_40635,2025-04-09,2025-04-07,109.25,cmp_9002,Google,True,,False
ord_40636,2025-04-09,2025-04-07,125.18,cmp_7702,Tiktok,True,,False
ord_40637,2025-04-09,2025-04-07,160.55,cmp_9001,Google,True,,False
ord_40638,2025-04-09,2025-04-07,175.85,cmp_9002,Google,True,WELCOME10,False
ord_40639,2025-04-09,2025-04-07,156.28,cmp_7701,Tiktok,False,,False
ord_40640,2025-04-09,2025-04-07,96.56,cmp_9002,Google,False,,False
ord_40641,2025-04-09,2025-04-07,138.98,cmp_8823,Meta,True,,False
ord_40642,2025-04-09,2025-04-07,77.59,cmp_9002,Google,True,,False
ord_40643,2025-04-09,2025-04-07,118.34,cmp_9002,Google,False,,False
ord_40644,2025-04-09,2025-04-07,218.77,cmp_7701,Tiktok,True,,False
ord_40645,2025-04-09,2025-04-07,179.61,cmp_9002,Google,False,,False
ord_40646,2025-04-09,2025-04-07,155.25,cmp_8822,Meta,True,SPRING20,False
ord_40647,2025-04-09,2025-04-07,57.32,cmp_8823,Meta,False,WELCOME10,False
ord_40648,2025-04-09,2025-04-07,44.46,cmp_7702,Tiktok,False,WELCOME10,False
ord_40649,2025-04-09,2025-04-07,102.48,cmp_9002,Google,False,,False
ord_40650,2025-04-09,2025-04-07,177.07,cmp_7702,Tiktok,False,WELCOME10,False
ord_40651,2025-04-09,2025-04-07,92.85,cmp_9003,Google,True,SPRING20,False
ord_40652,2025-04-09,2025-04-07,111.05,cmp_8822,Meta,True,,False
ord_40653,2025-04-09,2025-04-07,67.94,cmp_9001,Google,False,,False
ord_40654,2025-04-09,2025-04-07,117.7,cmp_7701,Tiktok,False,WELCOME10,False
ord_40655,2025-04-09,2025-04-07,109.45,cmp_7702,Tiktok,True,WELCOME10,False
ord_40656,2025-04-09,2025-04-07,139.77,cmp_7702,Tiktok,False,,False
ord_40657,2025-04-09,2025-04-07,71.88,cmp_7701,Tiktok,False,,False
ord_40658,2025-04-10,2025-04-07,45.89,cmp_8822,Meta,False,,False
